text,label
"The #TimeIsNow to fix our broken immigration system. To offer your input, join my grassroots online organizing team: http://t.co/PhdLyfncb0",1.0
.@DenverPost story: #immigration is integral to CO's economy. Underscores the need to fix our broken system. http://t.co/AIkhd0e0C9,1.0
LIVESTREAM: Group of 8 intro's our bill to secure border and provide pathway to citizenship for undocumented people: http://t.co/HcytddS8cP,1.0
.@chrisgolden Agree. New INVEST visas will help immigrant entrepreneurs who qualify to start new businesses in US. #latism,1.0
".@DenverOpinion: #Immigration bill is ""an excellent starting point for action on immigration that is long overdue."" http://t.co/ijmKvcbNK3",1.0
"The @PuebloChieftain on our #immigration bill: ""Congress has a historic opportunity to do something useful."" http://t.co/ZQOx6fjO5W",1.0
"Op-ed: CO has developed a reputation as a beacon of innovation, but our broken immigration system is holding us back. http://t.co/79hM3tXQKx",1.0
Looking forward to discussing #immigration w/ @Schwarzenegger and @SenJohnMcCain. Live webcast starts in 1 hour: http://t.co/UfdETmpgXS,1.0
"RT @Schwarzenegger: In 1 hour, watch me talk about my immigrant story &amp; reform live. Excited to have @SenJohnMcCain &amp; @SenBennetCO …",1.0
Have an #immigration question? @SenatorMenendez is hosting a twitter town hall at 10am MT. Just include hashtag #AskMenendez with a question,1.0
@theIDEC Please contact my Denver office at 303-455-7600 and ask to speak to our immigration advocate.,1.0
The CBO report underscores the velocity we will add to our economy by fixing our broken #immigration system.,1.0
"The @csgazette reiterates support for the #immigration bill we wrote, http://t.co/x59ttkj2jJ. #CIR",1.0
"68-32. Together, we've shown that the United States of America is a nation of immigrants and a nation of laws. On to the House now. #CIR",1.0
#FF these #CIR champions: @julieah @HspancChmberDen @CIRCimmigrant @TogetherCO @LargeLawyer @LauraLichter @PadresyJovenes (1/2),1.0
My OP-ED: The House needs to pass an #immigration bill. They should take a hard look at the Senate version. #CIR http://t.co/cKPi2pGlBF,1.0
"RT @Flipboard: .@FWD_us @SenBennetCO &amp; @gavinnewsom make magazines on immigration reform—tap the red ribbon, then By Our Readers to read",1.0
"LIVE STREAM: At 7pm, I'll be hosting a discussion on immigration, trade, and security in partnership with @TheCELLorg http://t.co/UdQiyfLeAf",1.0
"If it can't find another way, the House should support the discharge petition &amp; hold an up or down vote on the #immigration bill.",1.0
"Heading to Senate floor to speak on costs of broken immigration system. Senate passed #CIR bill last yr, House shld follow suit #copolitics",1.0
"It’s been 286 days since the Senate passed an immigration bill. Sign our petition telling the House to allow a vote:
http://t.co/6olc5WnWlz",1.0
"We all agree that our immigration system is broken. Instead of playing political games, we should have a real debate about how we can fix it",1.0
Getting ready for a @twitter chat on #immigration w/ @denbizjournal &amp; @9NEWS #immigrationDEN http://t.co/Gpw7l8Jp5s,1.0
"Thanks to @denbizjournal &amp; @9News for hosting. Sorry that I can only stay for a few mins, but look forward to the chat #immigrationDEN",1.0
Thanks to Kelly Brough &amp; @DenChamber for all your work on the Colorado Compact and on the bipartisan immigration bill #immigrationDEN,1.0
Thanks also to @ColoFarmBureau for its hard work on agriculture provisions in the #immigration bill #immigrationDEN,1.0
"A1: Issue is impt to so many aspects of Colorado: agriculture, tourism, high-tech sector, schools &amp; immigrant cmty #immigrationDEN",1.0
.@DenChamber Senate's bill would increase visas for high-tech workers &amp; create new INVEST visa for immigrant entrepreneurs #immigrationDEN,1.0
".@ColoFarmBureau Ag is major driver of our economy. Senate bill replaces out-dated H2A with new, more workable system. @immigrationDEN",1.0
"Here's a summary of our bipartisan bill, that passed the Senate last Congress with almost 70 votes: https://t.co/t112JRqlSS #immigrationDEN",1.0
"Will have to run soon, but will answer one more question before I go #immigrationDEN",1.0
A2: Best alternative is for Congress to pass a bill. We should debate that right away. Senate passed bipartisan bill...(1/2) #immigrationDEN,1.0
"... but House never acted. Pres. took some steps, but a comprehensive reform bill would better fix the system. (2/2) #immigrationDEN",1.0
Thanks everyone for joining the #immigrationDEN chat! Please contact our office if we can be of any help.,1.0
Some additional thoughts on #immigrationDEN chat...: cc: @denbizjournal @9NEWS (1/5),1.0
Senate bill would create jobs by allowing the best &amp; brightest immigrant entrepreneurs start new businesses here in US (2/5) #immigrationDEN,1.0
1 in 5 of Colorado's engineering and technology startups are founded by immigrants. #immigrationDEN (3/5),1.0
"40%+ of Fortune 500 companies founded by immigrants or their children, employ 3.6M+ pple, generate $4.2T+ in revenue #immigrationDEN (4/5)",1.0
"Finally, the nonpartisan @USCBO found our bipartisan Senate bill would increase natl GDP and decrease our deficit #immigrationDEN (5/5)",1.0
"Our immigration system's broken. We passed a bipartisan bill to fix it. Start w that, not 1 that hurts public safety https://t.co/fU0qpGjycV",1.0
The @unitedwaydenver's 2-1-1 expansion will offer people access to reliable immigration information https://t.co/TRbPEqyGWk,1.0
#DAPA &amp; #DACA+ will help CO families who came 4 better life 2 come out of shadows. #SCOTUS shld uphold exec actions https://t.co/EVEgNXZDVU,1.0
"3 years ago today, Senate passed bipartisan bill to fix our broken #immigration system. Time to get this done for CO families &amp; economy.",1.0
Today's executive orders on immigration undermine American values and will do nothing to make our communities safer. https://t.co/6Ch9tcrnCY,1.0
"If @POTUS really wants to fix immigration, he should study the Gang of 8’s 2013 comprehensive reform bill: https://t.co/yQXAQwpehE /1",1.0
"Our bill would've secured borders in a cheaper, more effective way. 
Unlike @POTUS plan, our bill reduced the federal deficit by $900B /2",1.0
"At same time, our bill showed compassion for upstanding immigrants through a fair pathway to citizenship &amp; the DREAM Act /3",1.0
We must fix immigration by honoring respect for rule of law &amp; heritage as nation of immigrants. @POTUS EOs does neither &amp; further divides /4,1.0
Immigration EOs require Cong. action before they take effect. I'll oppose bills giving them force bc they'll hurt immigrant communities,1.0
"Post-WW2, mother/grandparents came to US, the 1 country they thought could rebuild their shattered lives. And they did. #immigrantexcellence",1.0
".@POTUS actions could hurt U.S. economy. We need real, thoughtful immigration reform, not poorly drawn exec orders https://t.co/gM1petRlU8",1.0
"After a difficult week, privileged to greet 26 new Americans at Friday's naturalization ceremony. #ImmigrantsWelcome https://t.co/fI1U7dwoXC",1.0
Jeanette Vizguerra is the face of the immigration crisis. We must work to keep families like hers together. → https://t.co/SoxbhGqVtl https://t.co/ZJvqZGknqN,1.0
Today’s @DHSgov immigration guidance risks separating families. @POTUS should rescind EOs &amp; enact immigration reform https://t.co/tqC09pI8bz,1.0
Support for comprehensive immigration reform that strengthens borders AND honors America’s values &amp; welcoming tradition #JointAddress 5/10,1.0
The revised travel ban does nothing to fix its most fundamental flaw – that it undermines American values. → https://t.co/URUFMvDhcU,1.0
Still working to protect Jeanette. Recently introduced private bill for her relief &amp; sent Congressional letter supporting her U-visa app. https://t.co/UZ1JdhGfYi,1.0
RT @UNICEFUSA: Thrilled to run into @SenBennetCO on this day of action for children. #Act4Children https://t.co/AWsIgesEQP,1.0
Thanks @DPSNewsNow &amp; Bruce Randolph students for asking critical questions about immigration​ &amp; national values. We are standing by you. https://t.co/KpUZYuVDOT,1.0
Congrats to Jeanette on her #TIME100 honor. Her determination to keep family together underscores need for comprehensive immigration reform. https://t.co/S2ofKYgfyB,1.0
Letter to students: Immigrant story is our American story. Those who say otherwise missed history lesson on what makes America great. https://t.co/m4TaPkDb3M,1.0
We #RiseUp for immigrants like Jeanette Vizguerra &amp; Arturo Hernandez to recognize their contributions to our communities. #ImmigrantRights,1.0
"Now more than ever, we must stand together to defend immigrants, refugees, and workers’ rights. #MayDay2017",1.0
"Good news last night, after months of uncertainty. Jeanette &amp; Arturo should not have been targets for deportation in the first place. https://t.co/vei4Y6x9Rk",1.0
They've lived in Colorado for years &amp; contributed to economy. Their stories are another example of Admin's misguided immigration policies.,1.0
"Watch interview w/ @CBS4Shaun tonight at 10pm MT to hear about our recent work helping kids with cancer, public lands, and immigration. https://t.co/6I4Oj1hFsV",1.0
Met with Arturo Hernandez &amp; family in Fort Collins after he received stay of deportation &amp; was able to attend his daughter's HS graduation. https://t.co/WNf3WarMXV,1.0
Arturo has worked in CO for years &amp; should not have been a priority target for deportation. We must fix our broken immigration system.,1.0
Andrea asked the last Q at Fort Collins #townhall on immigration &amp; discrimination her family has faced. Read more: https://t.co/SRJ3muRl9j https://t.co/izwO8qxtOG,1.0
"Met w/ Miss. ""senators"" from American Legion Girls Nation & Boys Nation. These programs focus on gov't & citizenship ed. http://t.co/v4ooeYR",0.0
Here is my statement regarding today's vote to begin debate on the #immigration reform bill: http://t.co/Bdu1jhiB8D.,0.0
RT @supertalk: RT @paulgalloshow: Gang of Eight immigration bill clears Senate hurdle. Where does @SenatorWicker stand on the bill? He join…,0.0
Click here to listen to my interview with @paulgalloshow on @supertalk about the #immigration bill: http://t.co/Ls2ESrswPZ,0.0
Happening now: @senatorwicker is on the Senate floor speaking about the #immigration bill. Watch live here: http://t.co/F3I4MyUVUm,0.0
RT if you agree: A secure border and effective enforcement are essential to #immigration reform. http://t.co/FssC2JmjQq,0.0
"If Dems are serious about reforming #immigration, then I urge them to join us in passing @johncornyn's #RESULTS Amdt: http://t.co/clYsKH7Sz4",0.0
Joining @SuperTalk at approx. 10:15a CT to discuss my efforts to #securetheborder. Listen here: http://t.co/QSr7UUR9vA #immigration,0.0
ICYMI: Here is my interview with @GillReport on @SuperTalk re: #immigration: http://t.co/Y56P56BFfo #securetheborder,0.0
Disappointed the Senate voted to block @JohnCornyn's RESULTS amdt to the #immigration bill. #securetheborder,0.0
HAPPENING NOW: Senator Wicker is on the Senate floor discussing the #immigration bill. Watch here: http://t.co/NZFh751M2O,0.0
"VIDEO: Today I outlined my #immigration reform admts, and called for an end to ""sanctuary cities."" http://t.co/Gbkuexeu5U",0.0
Here is my statement re: today's procedural vote on the Corker-Hoeven border security amdt to the #immigration bill: http://t.co/JQI3SueGK8,0.0
"I will vote against passage of the #immigration bill. Corker-Hoeven amdt has improved enforcement provisions, but bill still deeply flawed.",0.0
Just voted 'no' on the Senate #immigration bill. http://t.co/Uuo1BFDWQB,0.0
#CHOICEAct would allow families more flexibility in shaping their kids' educational development: http://t.co/qwR2mjj5zm @SenatorTimScott,0.0
The growing crisis on our southern border warrants immediate action: http://t.co/9ocITmV3Rk,0.0
"Listen to my talk from @paulgalloshow this morning on my trafficking bill, border security, &amp; executive overreach: http://t.co/XQG8kGvj4Q",0.0
I voted against the border bill. We can't afford to throw $2.7B at a problem that demands real reform: http://t.co/h9BkuKA3OJ #BorderCrisis,0.0
Read my amendment to the border spending bill that would bar the use of federal funds to administer #DACA: http://t.co/0j89DK2yVO,0.0
Next week’s #WickerReport takes an in-depth look at the border crisis &amp; what needs to be done to solve it. Sign up at http://t.co/RfWtkdbKkF,0.0
In this week's #WickerReport: Obama and Senate Democrats ignore the need for substantive immigration reform: http://t.co/nJBwkiZA05,0.0
#Obama to delay unilateral exec action on #immigration. This overreach needs to be permanently delayed.,0.0
In this week's #WickerReport: President plays politics with power grab on #immigration: http://t.co/953ToYMLn5,0.0
Today’s ruling is a significant step in the fight to roll back Obama's unilateral actions on #immigration. http://t.co/pT0Yl4st2M,0.0
Voted to end #SanctuaryCities. These areas should not be able to undermine the enforcement of #immigration laws: https://t.co/do9XmQSSf6,0.0
In this week’s #WickerReport: #SanctuaryCities shouldn't set #immigration law. Need to close enforcement loopholes: https://t.co/GxMMAbsAyv,0.0
.@PhilBryantMS has made the right decision not to accept #Syrian refugees in Mississippi.,0.0
.@POTUS’s policies have not ‘contained’ #ISIS. The Administration needs to halt influx of #Syrian refugees. https://t.co/2eho4WstlN,0.0
Voted to advance bipartisan #SAFEAct to suspend #refugees from entering US until vetting process is strengthened: https://t.co/2vQbVqQEuM,0.0
Signed an amicus brief w/ 42 senators challenging @POTUS’s executive actions on #immigration: https://t.co/x3GjIWONEe @SenThadCochran,0.0
Today I voted to protect American families by strengthening our #immigration laws. #StopSanctuaryCities #KatesLaw https://t.co/SxLfPysGf5,0.0
#WickerReport: Let’s strengthen #immigration enforcement. New bill would target illegal immigrants driving drunk: https://t.co/ExmY8Ql2Nu,0.0
It it time to put an end to #sanctuarycities. I am backing four bills aimed at closing #immigration loopholes: https://t.co/uB0R3LTJAg,0.0
#WickerReport: @POTUS has promised #immigration reform. I'm a cosponsor of 4 bills aimed at ending #sanctuarycities: https://t.co/OVgu1sR90r,0.0
"Discussed Judge Gorsuch, POTUS’s #immigration executive order, &amp; Russia this morning with @SRuhle on @MSNBC. Watch: https://t.co/aqQPCX2RqC",0.0
Bill to fund the gov't adheres to budget caps. Delivers on impt priorities; increases to mil spending &amp; border security. @realDonaldTrump,0.0
WATCH: Sen. Shelby critiques Obama move on #immigration http://t.co/0l5A87jE,0.0
ALERT: Senator Shelby will be speaking on the Senate floor at 6:30 P.M. EST to voice his opposition to proposed immigration legislation.,0.0
WATCH: Part 1 of Shelby's floor speech opposing immigration legislation http://t.co/rsdx70brHY,0.0
WATCH: Part 2 of Shelby's floor speech opposing immigration legislation http://t.co/bPCOtlal5z,0.0
RT @georgetalbot: Sen. Richard Shelby: Gang of 8 bill 'the mother of all amnesties'  http://t.co/57oQwPAVat #immigration,0.0
"RT @YHPolitics: ICYMI last night, Richard Shelby says immigration bill is “mother of all amnesties” http://t.co/TAPdVE3T1U #alpolitics",0.0
"INFOGRAPHIC by @YHPolitics: Shelby calls immigration bill ""mother of all amnesties"" http://t.co/vof0GCBS8o",0.0
RT @Heritage: New INFOGRAPHIC from @SenShelbyPress on why he's voting against the Senate's flawed #immigration bill: http://t.co/ZxsaTNp6Nd…,0.0
"RT @YHPolitics: .@SenatorSessions, @SenShelby express ‘grave concerns’ to Obama about lack of immigration enforcement http://t.co/leUGmVOkC…",0.0
WATCH: Shelby on @WKRG discussing the border &amp; reports that @MaxwellAFB could potentially house illegal immigrants https://t.co/OQuGgvBvbo,0.0
"I'm pleased that the Senate Democrats' $2.7 billion border supplemental bill, which I strongly oppose, was blocked last night.",0.0
Learn more about my thoughts on the border crisis: http://t.co/vfN7TBMERS,0.0
"RT @yhn: .@SenatorSessions &amp; @SenShelby hammer Obama for failures on jobs, energy, immigration &amp; foreign policy http://t.co/IABpYU78gz #alp…",0.0
